voltage,current,temperature,pollution,conductor,insulator
375,3331,12,Low,ACSR,Glass
478,4899,55,Low,ACSR,Glass
295,2390,51,Medium,AAAC,Glass
156,3962,-6,Low,ACSR,Porcelain
683,2370,47,High,ACSR,Composite
152,375,11,Medium,AAAC,Glass
340,4900,57,High,ACSR,Composite
669,2419,22,Low,ACSR,Glass
611,4035,22,Medium,ACCC,Composite
635,3720,57,High,ACCC,Composite
776,3352,21,High,ACCC,Composite
308,3410,-2,Medium,ACSR,Glass
462,4485,36,Medium,ACSR,Composite
325,428,29,High,AAAC,Composite
243,2051,9,High,AAAC,Composite
598,4839,29,Medium,ACCC,Composite
637,4257,30,Medium,ACCC,Composite
470,2680,6,High,ACSR,Composite
748,848,-6,Low,ACSR,Glass
110,710,41,Medium,AAAC,Glass
619,855,25,High,ACSR,Composite
475,4153,-10,Medium,ACSR,Composite
242,1173,31,High,AAAC,Composite
448,4739,15,Low,ACSR,Glass
773,2126,0,Medium,ACSR,Composite
580,1378,-1,Low,ACSR,Glass
113,4659,5,High,ACSR,Composite
214,3206,3,Low,ACSR,Porcelain
295,4339,-7,Medium,ACSR,Glass
83,3789,51,Low,ACSR,Composite
546,4852,29,Medium,ACCC,Composite
308,4914,49,Medium,ACSR,Glass
683,4632,6,Medium,ACCC,Composite
228,3619,18,Low,ACSR,Porcelain
97,3641,53,Low,ACSR,Composite
187,1025,11,High,AAAC,Composite
504,4578,-8,High,ACCC,Composite
460,1271,44,Low,AAAC,Glass
680,2085,55,Medium,ACSR,Composite
763,2537,50,Medium,ACSR,Composite
800,3355,13,Low,ACCC,Glass
415,410,17,High,AAAC,Composite
487,3596,2,High,ACSR,Composite
623,230,5,High,ACSR,Composite
191,4298,11,High,ACSR,Composite
446,4679,54,Medium,ACSR,Composite
725,4801,15,High,ACCC,Composite
425,1158,57,High,AAAC,Composite
91,3146,45,Medium,ACSR,Glass
716,2147,38,Medium,ACSR,Composite
771,3755,25,Medium,ACCC,Composite
424,3880,30,Medium,ACSR,Composite
793,517,29,High,ACSR,Composite
102,2612,50,Medium,ACSR,Glass
455,3748,35,High,ACSR,Composite
503,3208,32,High,ACCC,Composite
562,840,-1,Medium,ACSR,Composite
280,595,14,Low,AAAC,Porcelain
240,188,50,High,AAAC,Composite
548,4846,50,Medium,ACCC,Composite
179,116,30,High,AAAC,Composite
368,3549,20,Low,ACSR,Glass
568,113,31,High,ACSR,Composite
219,1273,45,Medium,AAAC,Glass
346,765,-10,Medium,AAAC,Glass
485,4295,38,Low,ACSR,Glass
342,3155,46,High,ACSR,Composite
344,3532,43,High,ACSR,Composite
130,2454,3,High,AAAC,Composite
382,4805,29,High,ACSR,Composite
395,941,25,Medium,AAAC,Glass
666,3504,19,Low,ACCC,Glass
151,1478,15,High,AAAC,Composite
304,2847,-3,Low,ACSR,Glass
265,4472,22,Low,ACSR,Porcelain
170,3064,15,High,ACSR,Composite
641,1555,17,Medium,ACSR,Composite
482,3174,19,Medium,ACSR,Composite
269,106,21,Medium,AAAC,Glass
241,2776,40,High,ACSR,Composite
616,2669,8,High,ACSR,Composite
717,3291,28,High,ACCC,Composite
716,2749,37,Medium,ACSR,Composite
113,3928,-7,Medium,ACSR,Glass
713,2555,58,Low,ACSR,Glass
457,398,35,Low,AAAC,Glass
678,1449,58,High,ACSR,Composite
306,4466,26,Medium,ACSR,Glass
273,2135,19,Low,AAAC,Porcelain
549,3241,10,Medium,ACCC,Composite
787,2974,17,Medium,ACSR,Composite
685,204,43,High,ACSR,Composite
406,4203,-1,Low,ACSR,Glass
133,1314,44,Medium,AAAC,Glass
435,279,-5,Medium,AAAC,Composite
136,4269,45,Low,ACSR,Composite
163,3720,13,Low,ACSR,Porcelain
686,2858,40,Low,ACSR,Glass
229,2307,46,High,AAAC,Composite
667,4383,55,Medium,ACCC,Composite
461,970,12,High,AAAC,Composite
140,2523,55,Medium,ACSR,Glass
94,2767,7,High,ACSR,Composite
580,2736,-9,Medium,ACSR,Composite
588,3523,56,Medium,ACCC,Composite
138,247,31,High,AAAC,Composite
283,124,43,High,AAAC,Composite
183,1192,21,Medium,AAAC,Glass
252,472,9,Medium,AAAC,Glass
321,895,29,High,AAAC,Composite
137,1450,53,Low,AAAC,Composite
278,3386,59,Medium,ACSR,Glass
137,4922,10,Medium,ACSR,Glass
327,552,22,Low,AAAC,Glass
342,1805,43,Medium,AAAC,Glass
493,2781,59,Medium,ACSR,Composite
497,748,20,Low,AAAC,Glass
152,2052,-5,Medium,AAAC,Glass
275,118,36,High,AAAC,Composite
284,521,59,Medium,AAAC,Glass
708,1541,44,Low,ACSR,Glass
315,310,10,Low,AAAC,Glass
149,4779,12,Medium,ACSR,Glass
84,2688,18,Low,ACSR,Porcelain
600,809,46,Medium,ACSR,Composite
445,4905,16,Medium,ACSR,Composite
454,1071,38,Low,AAAC,Glass
628,4196,-8,Medium,ACCC,Composite
574,2387,11,Low,ACSR,Glass
333,3300,43,Medium,ACSR,Glass
157,3651,11,Low,ACSR,Porcelain
762,3865,-2,Low,ACCC,Glass
486,332,35,High,AAAC,Composite
355,823,59,Medium,AAAC,Glass
145,847,48,High,AAAC,Composite
384,4190,48,Low,ACSR,Glass
709,4894,2,High,ACCC,Composite
503,1824,25,Medium,ACSR,Composite
299,154,11,High,AAAC,Composite
375,1152,-5,Medium,AAAC,Glass
71,4116,34,High,ACSR,Composite
456,3853,8,High,ACSR,Composite
133,717,-3,High,AAAC,Composite
590,1683,-9,Medium,ACSR,Composite
778,1404,9,Medium,ACSR,Composite
487,1709,-3,Low,AAAC,Glass
783,2316,35,Medium,ACSR,Composite
294,1929,12,High,AAAC,Composite
431,3816,12,High,ACSR,Composite
532,4458,15,High,ACCC,Composite
788,728,5,High,ACSR,Composite
334,1066,6,High,AAAC,Composite
160,1712,8,Medium,AAAC,Glass
237,1503,13,Medium,AAAC,Glass
706,4745,-5,Medium,ACCC,Composite
459,477,4,High,AAAC,Composite
585,3107,11,High,ACCC,Composite
532,3822,38,Low,ACCC,Glass
388,2920,6,Medium,ACSR,Glass
315,3552,3,High,ACSR,Composite
132,3225,22,High,ACSR,Composite
100,2866,16,Medium,ACSR,Glass
446,2923,2,Low,ACSR,Glass
675,1359,49,Low,ACSR,Glass
704,3181,8,High,ACCC,Composite
150,3568,-10,High,ACSR,Composite
495,4012,23,High,ACSR,Composite
788,3444,19,Low,ACCC,Glass
620,2502,4,Low,ACSR,Glass
305,3698,23,Low,ACSR,Glass
367,3996,4,High,ACSR,Composite
105,3796,45,Medium,ACSR,Glass
799,2474,6,Medium,ACSR,Composite
220,597,22,Low,AAAC,Porcelain
213,356,42,Medium,AAAC,Glass
783,212,41,Medium,ACSR,Composite
77,4697,60,Low,ACSR,Composite
600,4155,30,Medium,ACCC,Composite
77,2816,53,Medium,ACSR,Glass
182,3626,40,High,ACSR,Composite
173,4346,6,High,ACSR,Composite
749,1904,-4,High,ACSR,Composite
104,4900,-9,Low,ACSR,Porcelain
619,2854,8,Medium,ACSR,Composite
799,3312,28,Medium,ACCC,Composite
113,4754,5,Medium,ACSR,Glass
412,2301,39,Low,ACSR,Glass
543,1369,57,Low,ACSR,Glass
612,2101,-5,Low,ACSR,Glass
83,3414,34,Low,ACSR,Porcelain
192,4400,-2,Medium,ACSR,Glass
397,4559,8,Medium,ACSR,Glass
67,3046,51,High,ACSR,Composite
118,958,14,Low,AAAC,Porcelain
795,2762,19,High,ACSR,Composite
125,913,32,High,AAAC,Composite
612,505,51,Medium,ACSR,Composite
738,3044,8,Medium,ACCC,Composite
362,1390,5,Medium,AAAC,Glass
768,1953,5,Low,ACSR,Glass
342,4953,39,Medium,ACSR,Glass
689,3060,34,High,ACCC,Composite
709,4131,34,Low,ACCC,Glass
672,2165,54,Medium,ACSR,Composite
528,457,50,Medium,ACSR,Composite
325,1304,40,Low,AAAC,Glass
197,1597,20,Medium,AAAC,Glass
301,487,41,Medium,AAAC,Glass
120,3362,29,High,ACSR,Composite
774,4590,32,Low,ACCC,Glass
148,2946,12,High,ACSR,Composite
575,4414,-3,Medium,ACCC,Composite
353,618,47,Low,AAAC,Glass
445,3894,52,Medium,ACSR,Composite
379,2959,24,Low,ACSR,Glass
522,387,47,High,ACSR,Composite
256,2453,3,High,AAAC,Composite
282,4165,11,Low,ACSR,Porcelain
310,3458,32,Low,ACSR,Glass
97,3254,43,High,ACSR,Composite
326,3016,43,Low,ACSR,Glass
222,1313,31,Medium,AAAC,Glass
200,3009,21,Medium,ACSR,Glass
331,2885,33,High,ACSR,Composite
460,1273,51,Low,AAAC,Glass
118,4735,20,Low,ACSR,Porcelain
377,4700,-1,High,ACSR,Composite
105,2203,16,High,AAAC,Composite
251,2052,40,High,AAAC,Composite
312,3987,43,Low,ACSR,Glass
653,887,-1,High,ACSR,Composite
669,613,54,Medium,ACSR,Composite
798,2462,28,Medium,ACSR,Composite
782,2470,57,High,ACSR,Composite
691,3648,28,High,ACCC,Composite
659,685,29,Low,ACSR,Glass
476,2993,38,Low,ACSR,Glass
452,2972,47,Low,ACSR,Glass
292,4170,16,High,ACSR,Composite
488,2210,39,Low,ACSR,Glass
599,1061,7,Medium,ACSR,Composite
274,369,1,Low,AAAC,Porcelain
541,4301,11,High,ACCC,Composite
510,813,6,Low,ACSR,Glass
487,125,20,High,AAAC,Composite
390,3746,5,Medium,ACSR,Glass
705,894,39,Medium,ACSR,Composite
407,1336,37,Medium,AAAC,Composite
338,2865,-10,Medium,ACSR,Glass
766,1947,60,High,ACSR,Composite
396,4765,21,High,ACSR,Composite
535,539,-7,High,ACSR,Composite
493,3310,32,Medium,ACSR,Composite
365,1648,7,Low,AAAC,Glass
559,1862,11,High,ACSR,Composite
299,2193,-9,Medium,AAAC,Glass
248,3486,26,Low,ACSR,Porcelain
156,2754,31,Low,ACSR,Porcelain
174,2894,14,Medium,ACSR,Glass
570,1407,30,Medium,ACSR,Composite
78,3626,17,High,ACSR,Composite
526,2035,54,High,ACSR,Composite
244,1637,11,Medium,AAAC,Glass
247,2307,23,Medium,AAAC,Glass
543,3668,5,High,ACCC,Composite
723,961,56,Low,ACSR,Glass
162,241,8,Low,AAAC,Porcelain
274,2931,-2,Low,ACSR,Porcelain
490,112,11,Low,AAAC,Glass
109,4136,-4,Medium,ACSR,Glass
537,705,35,Low,ACSR,Glass
670,799,-2,Low,ACSR,Glass
201,4374,19,Medium,ACSR,Glass
741,3907,7,Medium,ACCC,Composite
606,1498,10,High,ACSR,Composite
794,1911,16,Medium,ACSR,Composite
607,2216,46,High,ACSR,Composite
313,2202,7,Low,ACSR,Glass
285,1059,-9,Medium,AAAC,Glass
624,2522,46,Medium,ACSR,Composite
739,4224,4,Medium,ACCC,Composite
511,1075,-7,Low,ACSR,Glass
209,1814,14,Medium,AAAC,Glass
139,3562,4,Low,ACSR,Porcelain
94,1845,60,High,AAAC,Composite
186,4354,43,High,ACSR,Composite
80,3520,40,High,ACSR,Composite
285,4168,54,High,ACSR,Composite
372,4535,-4,Low,ACSR,Glass
537,3019,28,High,ACCC,Composite
747,4122,13,High,ACCC,Composite
752,3221,22,High,ACCC,Composite
694,2120,60,Medium,ACSR,Composite
414,4632,-9,Low,ACSR,Glass
67,1273,10,High,AAAC,Composite
97,3987,18,High,ACSR,Composite
375,4309,30,High,ACSR,Composite
735,370,18,High,ACSR,Composite
330,1229,40,High,AAAC,Composite
340,1628,32,High,AAAC,Composite
711,3832,26,Low,ACCC,Glass
419,785,6,Low,AAAC,Glass
507,606,57,Medium,ACSR,Composite
462,1419,45,Low,AAAC,Glass
676,680,56,High,ACSR,Composite
222,3615,40,Medium,ACSR,Glass
259,4033,-2,Low,ACSR,Porcelain
572,1322,54,High,ACSR,Composite
139,2419,0,High,AAAC,Composite
352,776,52,Medium,AAAC,Glass
649,3835,11,High,ACCC,Composite
490,261,53,Low,AAAC,Glass
449,439,42,Low,AAAC,Glass
702,1078,46,High,ACSR,Composite
733,363,59,Low,ACSR,Glass
608,1710,-3,Low,ACSR,Glass
78,2627,47,High,ACSR,Composite
136,331,52,High,AAAC,Composite
116,2038,17,Medium,AAAC,Glass
642,4130,-3,Low,ACCC,Glass
622,317,4,Medium,ACSR,Composite
690,4540,49,Medium,ACCC,Composite
630,3114,18,Low,ACCC,Glass
506,1661,32,Low,ACSR,Glass
347,4979,13,High,ACSR,Composite
687,2031,1,Low,ACSR,Glass
209,1986,3,Low,AAAC,Porcelain
337,3806,45,Medium,ACSR,Glass
547,4808,44,Medium,ACCC,Composite
503,4359,1,Low,ACCC,Glass
412,1325,57,High,AAAC,Composite
117,3763,35,Low,ACSR,Porcelain
794,3154,0,Low,ACCC,Glass
660,4942,25,Low,ACCC,Glass
520,2913,24,Low,ACSR,Glass
571,132,31,High,ACSR,Composite
653,3528,58,High,ACCC,Composite
431,619,43,High,AAAC,Composite
729,1150,60,High,ACSR,Composite
179,623,9,Medium,AAAC,Glass
635,1998,12,High,ACSR,Composite
744,4284,38,Medium,ACCC,Composite
518,1660,40,Medium,ACSR,Composite
520,2063,46,Low,ACSR,Glass
561,2146,15,High,ACSR,Composite
411,4156,5,High,ACSR,Composite
665,3561,35,Low,ACCC,Glass
254,3979,21,High,ACSR,Composite
625,3202,46,Low,ACCC,Glass
639,4580,60,Low,ACCC,Glass
786,2289,40,Low,ACSR,Glass
273,2263,25,High,AAAC,Composite
549,433,33,Medium,ACSR,Composite
134,2644,40,Low,ACSR,Porcelain
134,1938,49,Low,AAAC,Composite
117,472,45,Low,AAAC,Composite
684,1084,39,Low,ACSR,Glass
623,4083,33,Medium,ACCC,Composite
210,4887,12,Low,ACSR,Porcelain
554,4957,45,High,ACCC,Composite
662,4397,-5,Low,ACCC,Glass
95,4504,22,Medium,ACSR,Glass
754,4371,-6,Medium,ACCC,Composite
500,1469,26,Medium,AAAC,Composite
610,3724,10,Low,ACCC,Glass
427,3732,16,High,ACSR,Composite
744,3404,0,High,ACCC,Composite
314,1302,-2,Medium,AAAC,Glass
776,3436,21,High,ACCC,Composite
102,3365,29,Low,ACSR,Porcelain
80,4822,19,Low,ACSR,Porcelain
510,1656,34,Low,ACSR,Glass
158,767,50,Medium,AAAC,Glass
699,3088,28,Low,ACCC,Glass
302,1839,-3,High,AAAC,Composite
714,2327,55,Low,ACSR,Glass
775,2320,-8,High,ACSR,Composite
641,4903,19,Low,ACCC,Glass
697,2051,-5,Medium,ACSR,Composite
712,924,15,Medium,ACSR,Composite
679,4543,56,Low,ACCC,Glass
129,3353,22,Low,ACSR,Porcelain
369,2411,54,Medium,ACSR,Glass
291,835,17,Medium,AAAC,Glass
368,575,19,Low,AAAC,Glass
257,2480,30,Low,AAAC,Porcelain
388,1094,53,Medium,AAAC,Glass
750,1298,55,Medium,ACSR,Composite
338,4706,37,High,ACSR,Composite
500,1492,10,Low,AAAC,Glass
492,2211,1,Medium,ACSR,Composite
771,1275,14,Medium,ACSR,Composite
191,843,14,High,AAAC,Composite
269,4098,15,High,ACSR,Composite
549,3979,23,High,ACCC,Composite
604,2186,4,Low,ACSR,Glass
155,1900,9,Medium,AAAC,Glass
624,3173,-7,Medium,ACCC,Composite
692,2962,8,Low,ACSR,Glass
105,4397,36,High,ACSR,Composite
646,2463,59,Low,ACSR,Glass
225,1649,-4,High,AAAC,Composite
165,2211,11,High,AAAC,Composite
573,2450,36,Medium,ACSR,Composite
366,4197,-3,Medium,ACSR,Glass
309,3054,13,High,ACSR,Composite
401,2448,-8,Medium,ACSR,Composite
571,3286,1,Low,ACCC,Glass
445,2317,19,Low,ACSR,Glass
614,143,44,Low,ACSR,Glass
208,1443,5,Low,AAAC,Porcelain
396,553,39,Low,AAAC,Glass
565,4548,60,Medium,ACCC,Composite
330,3974,60,Low,ACSR,Glass
147,3350,41,Medium,ACSR,Glass
202,3483,8,High,ACSR,Composite
106,1606,39,Low,AAAC,Porcelain
101,4075,44,Medium,ACSR,Glass
642,4791,55,High,ACCC,Composite
98,661,-3,Low,AAAC,Porcelain
642,3231,15,High,ACCC,Composite
503,3493,11,High,ACCC,Composite
188,508,9,High,AAAC,Composite
448,2724,43,Low,ACSR,Glass
396,1628,-7,High,AAAC,Composite
241,2730,2,High,ACSR,Composite
518,4552,54,High,ACCC,Composite
139,1310,7,Medium,AAAC,Glass
221,3085,9,High,ACSR,Composite
593,2438,14,High,ACSR,Composite
91,3373,31,Low,ACSR,Porcelain
755,1395,57,High,ACSR,Composite
119,4933,25,Medium,ACSR,Glass
271,1432,3,Low,AAAC,Porcelain
718,4892,31,Low,ACCC,Glass
258,493,39,Low,AAAC,Porcelain
784,2604,8,Low,ACSR,Glass
94,3474,16,Medium,ACSR,Glass
736,3048,26,Low,ACCC,Glass
333,1232,11,High,AAAC,Composite
134,4687,49,High,ACSR,Composite
97,2005,11,High,AAAC,Composite
331,3601,-2,High,ACSR,Composite
198,3817,34,High,ACSR,Composite
348,4799,19,Medium,ACSR,Glass
232,2976,34,High,ACSR,Composite
81,1509,50,Low,AAAC,Composite
315,276,53,Medium,AAAC,Glass
528,4256,18,High,ACCC,Composite
679,4790,-3,Low,ACCC,Glass
702,4111,53,Medium,ACCC,Composite
648,3559,27,Medium,ACCC,Composite
275,4537,-6,Medium,ACSR,Glass
564,1401,36,Medium,ACSR,Composite
660,3093,-4,Medium,ACCC,Composite
274,3785,35,High,ACSR,Composite
591,3480,12,Medium,ACCC,Composite
362,4716,16,Low,ACSR,Glass
651,4729,55,High,ACCC,Composite
538,3897,14,Low,ACCC,Glass
746,3611,5,High,ACCC,Composite
237,4073,36,Low,ACSR,Porcelain
337,4209,38,Low,ACSR,Glass
191,4925,-2,High,ACSR,Composite
601,1108,-7,High,ACSR,Composite
342,2949,58,Medium,ACSR,Glass
764,3177,27,Low,ACCC,Glass
570,4197,23,Low,ACCC,Glass
547,1463,39,Low,ACSR,Glass
712,340,28,Medium,ACSR,Composite
477,455,6,High,AAAC,Composite
500,4348,59,High,ACSR,Composite
228,2815,60,Low,ACSR,Composite
331,3812,2,High,ACSR,Composite
743,1575,19,High,ACSR,Composite
383,1417,59,Low,AAAC,Glass
163,3144,55,High,ACSR,Composite
665,191,8,High,ACSR,Composite
185,2670,1,High,ACSR,Composite
627,1364,58,Medium,ACSR,Composite
106,1645,60,Low,AAAC,Composite
112,2992,42,Low,ACSR,Composite
554,4185,26,Medium,ACCC,Composite
747,855,7,Low,ACSR,Glass
581,2092,3,High,ACSR,Composite
578,2404,34,Medium,ACSR,Composite
332,1798,47,Medium,AAAC,Glass
177,1319,8,Low,AAAC,Porcelain
76,1179,59,Medium,AAAC,Glass
79,2524,32,High,ACSR,Composite
668,357,41,Low,ACSR,Glass
546,2406,43,Medium,ACSR,Composite
797,409,6,High,ACSR,Composite
408,4213,18,Low,ACSR,Glass
138,2614,9,Low,ACSR,Porcelain
723,974,22,Low,ACSR,Glass
126,3347,57,High,ACSR,Composite
345,2816,2,Low,ACSR,Glass
92,4193,2,Medium,ACSR,Glass
356,2920,54,Medium,ACSR,Glass
87,4834,47,Low,ACSR,Composite
588,1615,51,Medium,ACSR,Composite
701,1496,17,Medium,ACSR,Composite
701,4051,21,Medium,ACCC,Composite
520,640,11,Low,ACSR,Glass
251,3415,12,High,ACSR,Composite
550,4153,19,High,ACCC,Composite
675,815,8,Medium,ACSR,Composite
141,4054,32,High,ACSR,Composite
197,1904,-2,High,AAAC,Composite
558,3004,5,Medium,ACCC,Composite
259,4323,16,High,ACSR,Composite
432,890,-2,Medium,AAAC,Composite
386,833,30,Medium,AAAC,Glass
211,2760,28,Low,ACSR,Porcelain
419,3162,56,High,ACSR,Composite
564,2249,1,Low,ACSR,Glass
430,1636,12,Low,AAAC,Glass
788,1129,20,Low,ACSR,Glass
361,3388,21,Medium,ACSR,Glass
233,301,47,Medium,AAAC,Glass
244,3280,56,High,ACSR,Composite
298,2318,33,Medium,AAAC,Glass
458,916,46,Low,AAAC,Glass
728,2888,27,Low,ACSR,Glass
718,3331,42,Low,ACCC,Glass
322,1240,17,Low,AAAC,Glass
397,4627,13,Medium,ACSR,Glass
203,1744,51,High,AAAC,Composite
476,556,9,Medium,AAAC,Composite
468,4103,11,High,ACSR,Composite
289,534,12,Low,AAAC,Porcelain
87,3678,52,Medium,ACSR,Glass
666,2362,20,Low,ACSR,Glass
652,361,34,High,ACSR,Composite
667,1964,15,High,ACSR,Composite
337,3640,3,High,ACSR,Composite
734,400,53,High,ACSR,Composite
223,2635,32,High,ACSR,Composite
460,4362,-4,Low,ACSR,Glass
130,828,28,Low,AAAC,Porcelain
71,4598,-6,Low,ACSR,Porcelain
654,4472,35,Low,ACCC,Glass
156,1747,13,Medium,AAAC,Glass
556,3504,11,Low,ACCC,Glass
356,168,23,Medium,AAAC,Glass
705,3803,60,Low,ACCC,Glass
182,2101,55,Low,AAAC,Composite
290,3516,44,High,ACSR,Composite
380,2074,12,High,ACSR,Composite
449,2144,20,High,ACSR,Composite
591,2897,13,Medium,ACSR,Composite
751,3368,54,Medium,ACCC,Composite
727,1775,8,High,ACSR,Composite
253,4324,17,Medium,ACSR,Glass
555,2836,39,Low,ACSR,Glass
150,2176,9,High,AAAC,Composite
451,3060,0,Low,ACSR,Glass
185,198,41,High,AAAC,Composite
390,4102,52,Low,ACSR,Glass
208,1954,50,High,AAAC,Composite
371,2694,-2,Medium,ACSR,Glass
789,3165,41,Medium,ACCC,Composite
539,2842,-5,Medium,ACSR,Composite
761,812,18,High,ACSR,Composite
768,3657,60,Low,ACCC,Glass
91,2475,53,Medium,AAAC,Glass
702,3604,35,Low,ACCC,Glass
307,4986,-8,Medium,ACSR,Glass
407,3928,48,Medium,ACSR,Composite
340,3633,-9,Medium,ACSR,Glass
614,1284,42,Medium,ACSR,Composite
286,3863,57,Low,ACSR,Composite
193,762,59,High,AAAC,Composite
684,3568,30,High,ACCC,Composite
497,3812,18,High,ACSR,Composite
800,3296,35,Medium,ACCC,Composite
738,4101,41,Medium,ACCC,Composite
528,1531,-2,Medium,ACSR,Composite
321,1608,0,Medium,AAAC,Glass
307,4260,30,High,ACSR,Composite
185,161,22,Low,AAAC,Porcelain
71,4735,20,Medium,ACSR,Glass
699,612,9,Low,ACSR,Glass
722,4592,55,Medium,ACCC,Composite
569,810,43,Medium,ACSR,Composite
557,4128,35,Medium,ACCC,Composite
657,667,38,Medium,ACSR,Composite
176,3321,12,Medium,ACSR,Glass
333,1304,3,Low,AAAC,Glass
461,3960,58,High,ACSR,Composite
628,4960,-3,Low,ACCC,Glass
113,4339,0,Low,ACSR,Porcelain
744,4272,48,Medium,ACCC,Composite
786,3314,4,Low,ACCC,Glass
555,3608,55,High,ACCC,Composite
170,2391,34,Medium,AAAC,Glass
135,3319,39,Medium,ACSR,Glass
696,2123,9,High,ACSR,Composite
426,2456,55,Medium,ACSR,Composite
66,3680,29,Medium,ACSR,Glass
640,694,5,High,ACSR,Composite
124,3356,2,Low,ACSR,Porcelain
111,986,1,Low,AAAC,Porcelain
145,1154,35,Medium,AAAC,Glass
488,4315,47,Low,ACSR,Glass
542,620,26,Medium,ACSR,Composite
627,2792,58,Medium,ACSR,Composite
370,3530,31,Low,ACSR,Glass
475,218,12,High,AAAC,Composite
482,2004,30,High,ACSR,Composite
428,1802,32,Low,AAAC,Glass
341,365,25,Low,AAAC,Glass
294,2307,34,High,AAAC,Composite
440,4555,0,Medium,ACSR,Composite
398,2473,42,Low,ACSR,Glass
649,510,38,High,ACSR,Composite
545,4313,9,High,ACCC,Composite
531,2789,19,Low,ACSR,Glass
746,2012,39,Low,ACSR,Glass
447,1079,37,Low,AAAC,Glass
332,2060,-10,Medium,ACSR,Glass
632,2470,47,High,ACSR,Composite
295,2628,19,High,ACSR,Composite
624,1568,27,Low,ACSR,Glass
143,4971,0,High,ACSR,Composite
426,3433,52,Medium,ACSR,Composite
126,284,58,High,AAAC,Composite
72,4251,51,High,ACSR,Composite
336,4985,27,High,ACSR,Composite
586,3667,42,Medium,ACCC,Composite
278,3022,51,Low,ACSR,Composite
230,2767,19,Low,ACSR,Porcelain
296,1111,40,High,AAAC,Composite
733,2184,40,Medium,ACSR,Composite
429,203,3,High,AAAC,Composite
80,2593,19,Medium,ACSR,Glass
183,4950,50,High,ACSR,Composite
153,2980,36,High,ACSR,Composite
581,1605,15,Low,ACSR,Glass
179,3306,-2,Low,ACSR,Porcelain
292,2519,28,Low,ACSR,Porcelain
720,1204,38,Medium,ACSR,Composite
309,3001,-3,High,ACSR,Composite
486,2798,34,Low,ACSR,Glass
67,231,39,Low,AAAC,Porcelain
496,3746,40,Low,ACSR,Glass
425,437,-9,Medium,AAAC,Composite
701,3196,52,Medium,ACCC,Composite
536,3638,19,High,ACCC,Composite
778,128,50,Low,ACSR,Glass
648,4787,22,High,ACCC,Composite
645,2577,2,Low,ACSR,Glass
212,2009,17,Low,AAAC,Porcelain
329,3641,31,Medium,ACSR,Glass
94,1639,5,Low,AAAC,Porcelain
202,3468,6,High,ACSR,Composite
678,665,7,High,ACSR,Composite
509,2131,23,Medium,ACSR,Composite
413,3664,-2,High,ACSR,Composite
395,4818,29,Medium,ACSR,Glass
119,1983,13,Medium,AAAC,Glass
141,818,38,Medium,AAAC,Glass
357,2117,12,High,ACSR,Composite
716,1067,36,High,ACSR,Composite
522,3808,50,High,ACCC,Composite
455,2970,-9,Low,ACSR,Glass
694,4315,39,Low,ACCC,Glass
106,1676,39,Low,AAAC,Porcelain
782,1776,11,High,ACSR,Composite
511,4663,52,Medium,ACCC,Composite
172,4062,32,High,ACSR,Composite
458,1291,40,High,AAAC,Composite
405,4868,34,Medium,ACSR,Composite
169,4483,13,Low,ACSR,Porcelain
715,1077,41,High,ACSR,Composite
106,1936,2,High,AAAC,Composite
758,1592,57,Low,ACSR,Glass
69,2542,16,Medium,ACSR,Glass
75,947,48,Medium,AAAC,Glass
626,992,23,Low,ACSR,Glass
139,841,21,High,AAAC,Composite
113,3839,39,High,ACSR,Composite
189,4194,54,High,ACSR,Composite
216,1752,8,High,AAAC,Composite
677,1849,37,Low,ACSR,Glass
554,4307,42,High,ACCC,Composite
458,1115,45,Low,AAAC,Glass
515,3722,48,Medium,ACCC,Composite
777,3641,48,Low,ACCC,Glass
795,4966,58,Medium,ACCC,Composite
703,4142,6,Low,ACCC,Glass
756,688,20,Low,ACSR,Glass
293,1277,33,High,AAAC,Composite
332,3702,23,Low,ACSR,Glass
324,2107,58,Medium,ACSR,Glass
510,2065,58,Medium,ACSR,Composite
543,3833,31,High,ACCC,Composite
787,2652,37,Low,ACSR,Glass
210,4072,47,Medium,ACSR,Glass
650,3257,46,High,ACCC,Composite
95,2501,-6,High,ACSR,Composite
657,2821,16,High,ACSR,Composite
73,908,35,Medium,AAAC,Glass
234,3676,43,Medium,ACSR,Glass
70,690,-7,Low,AAAC,Porcelain
390,3309,43,High,ACSR,Composite
217,3275,58,High,ACSR,Composite
399,327,-1,Medium,AAAC,Glass
446,4378,41,High,ACSR,Composite
646,3158,8,Medium,ACCC,Composite
485,4135,25,Low,ACSR,Glass
519,1326,35,High,ACSR,Composite
392,3842,-1,High,ACSR,Composite
495,4092,34,Low,ACSR,Glass
656,3246,18,Low,ACCC,Glass
647,3198,53,High,ACCC,Composite
353,944,-1,Medium,AAAC,Glass
125,3757,1,Medium,ACSR,Glass
193,1609,24,Low,AAAC,Porcelain
448,1289,3,Low,AAAC,Glass
235,2265,42,Low,AAAC,Composite
617,4941,30,High,ACCC,Composite
92,3749,19,Low,ACSR,Porcelain
681,3279,10,High,ACCC,Composite
70,2084,21,Low,AAAC,Porcelain
510,2653,9,Low,ACSR,Glass
573,2021,-5,High,ACSR,Composite
704,1667,36,Low,ACSR,Glass
373,1995,-5,Low,AAAC,Glass
140,3031,38,Medium,ACSR,Glass
410,1930,2,High,AAAC,Composite
